cycle,state,pollster,fte_grade,population,office_type,answer,candidate_name,pct
2020,,Harris Insights & Analytics,C+,rv,U.S. President,de Blasio,Bill de Blasio,32.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,37.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Steyer,Tom Steyer,32.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,38.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Biden,Joseph R. Biden Jr.,44.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,37.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Sanders,Bernard Sanders,40.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,39.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Warren,Elizabeth Warren,38.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,38.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,O'Rourke,Beto O'Rourke,34.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,39.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Harris,Kamala D. Harris,35.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,39.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Buttigieg,Pete Buttigieg,33.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,38.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Booker,Cory A. Booker,34.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,38.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Castro,Julián Castro,35.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,37.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Klobuchar,Amy Klobuchar,32.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,39.0
2020,Michigan,EPIC-MRA,B+,lv,U.S. President,Biden,Joseph R. Biden Jr.,51.0
2020,Michigan,EPIC-MRA,B+,lv,U.S. President,Trump,Donald Trump,41.0
2020,Michigan,EPIC-MRA,B+,lv,U.S. President,Warren,Elizabeth Warren,49.0
2020,Michigan,EPIC-MRA,B+,lv,U.S. President,Trump,Donald Trump,43.0
2020,Michigan,EPIC-MRA,B+,lv,U.S. President,Sanders,Bernard Sanders,48.0
2020,Michigan,EPIC-MRA,B+,lv,U.S. President,Trump,Donald Trump,44.0
2020,Michigan,EPIC-MRA,B+,lv,U.S. President,Harris,Kamala D. Harris,46.0
2020,Michigan,EPIC-MRA,B+,lv,U.S. President,Trump,Donald Trump,43.0
2020,Colorado,Emerson College,A-,rv,U.S. President,Biden,Joseph R. Biden Jr.,54.9
2020,Colorado,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,45.1
2020,Colorado,Emerson College,A-,rv,U.S. President,Sanders,Bernard Sanders,54.8
2020,Colorado,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,45.2
2020,Colorado,Emerson College,A-,rv,U.S. President,Harris,Kamala D. Harris,51.5
2020,Colorado,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,48.5
2020,Colorado,Emerson College,A-,rv,U.S. President,Warren,Elizabeth Warren,53.5
2020,Colorado,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,46.5
2020,Colorado,Emerson College,A-,rv,U.S. President,Buttigieg,Pete Buttigieg,54.7
2020,Colorado,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,45.3
2020,,Morning Consult,B/C,rv,U.S. President,Biden,Joseph R. Biden Jr.,42.0
2020,,Morning Consult,B/C,rv,U.S. President,Trump,Donald Trump,35.0
2020,,Morning Consult,B/C,rv,U.S. President,Sanders,Bernard Sanders,40.0
2020,,Morning Consult,B/C,rv,U.S. President,Trump,Donald Trump,35.0
2020,,Morning Consult,B/C,rv,U.S. President,Warren,Elizabeth Warren,35.0
2020,,Morning Consult,B/C,rv,U.S. President,Trump,Donald Trump,35.0
2020,,Morning Consult,B/C,rv,U.S. President,Booker,Cory A. Booker,28.0
2020,,Morning Consult,B/C,rv,U.S. President,Trump,Donald Trump,35.0
2020,,Morning Consult,B/C,rv,U.S. President,Harris,Kamala D. Harris,32.0
2020,,Morning Consult,B/C,rv,U.S. President,Trump,Donald Trump,35.0
2020,,Morning Consult,B/C,rv,U.S. President,O'Rourke,Beto O'Rourke,28.0
2020,,Morning Consult,B/C,rv,U.S. President,Trump,Donald Trump,36.0
2020,,Morning Consult,B/C,rv,U.S. President,Buttigieg,Pete Buttigieg,27.0
2020,,Morning Consult,B/C,rv,U.S. President,Trump,Donald Trump,35.0
2020,Nevada,Gravis Marketing,C+,rv,U.S. President,Williamson,Marianne Williamson,40.0
2020,Nevada,Gravis Marketing,C+,rv,U.S. President,Trump,Donald Trump,48.0
2020,Nevada,Gravis Marketing,C+,rv,U.S. President,Booker,Cory A. Booker,44.0
2020,Nevada,Gravis Marketing,C+,rv,U.S. President,Trump,Donald Trump,46.0
2020,Nevada,Gravis Marketing,C+,rv,U.S. President,Sanders,Bernard Sanders,47.0
2020,Nevada,Gravis Marketing,C+,rv,U.S. President,Trump,Donald Trump,44.0
2020,Nevada,Gravis Marketing,C+,rv,U.S. President,Biden,Joseph R. Biden Jr.,49.0
2020,Nevada,Gravis Marketing,C+,rv,U.S. President,Trump,Donald Trump,43.0
2020,Nevada,Gravis Marketing,C+,rv,U.S. President,Warren,Elizabeth Warren,46.0
2020,Nevada,Gravis Marketing,C+,rv,U.S. President,Trump,Donald Trump,47.0
2020,Nevada,Gravis Marketing,C+,rv,U.S. President,Buttigieg,Pete Buttigieg,42.0
2020,Nevada,Gravis Marketing,C+,rv,U.S. President,Trump,Donald Trump,46.0
2020,Nevada,Gravis Marketing,C+,rv,U.S. President,Harris,Kamala D. Harris,45.0
2020,Nevada,Gravis Marketing,C+,rv,U.S. President,Trump,Donald Trump,45.0
2020,Arizona,OH Predictive Insights/MBQF,B/C,lv,U.S. President,Sanders,Bernard Sanders,34.0
2020,Arizona,OH Predictive Insights/MBQF,B/C,lv,U.S. President,Trump,Donald Trump,44.0
2020,Arizona,OH Predictive Insights/MBQF,B/C,lv,U.S. President,Biden,Joseph R. Biden Jr.,45.0
2020,Arizona,OH Predictive Insights/MBQF,B/C,lv,U.S. President,Trump,Donald Trump,43.0
2020,Arizona,OH Predictive Insights/MBQF,B/C,lv,U.S. President,Harris,Kamala D. Harris,36.0
2020,Arizona,OH Predictive Insights/MBQF,B/C,lv,U.S. President,Trump,Donald Trump,45.0
2020,Arizona,OH Predictive Insights/MBQF,B/C,lv,U.S. President,Warren,Elizabeth Warren,43.0
2020,Arizona,OH Predictive Insights/MBQF,B/C,lv,U.S. President,Trump,Donald Trump,44.0
2020,Arizona,OH Predictive Insights/MBQF,B/C,lv,U.S. President,Buttigieg,Pete Buttigieg,38.0
2020,Arizona,OH Predictive Insights/MBQF,B/C,lv,U.S. President,Trump,Donald Trump,43.0
2020,,Fox News/Beacon Research/Shaw & Co. Research,A-,rv,U.S. President,Biden,Joseph R. Biden Jr.,50.0
2020,,Fox News/Beacon Research/Shaw & Co. Research,A-,rv,U.S. President,Trump,Donald Trump,38.0
2020,,Fox News/Beacon Research/Shaw & Co. Research,A-,rv,U.S. President,Sanders,Bernard Sanders,48.0
2020,,Fox News/Beacon Research/Shaw & Co. Research,A-,rv,U.S. President,Trump,Donald Trump,39.0
2020,,Fox News/Beacon Research/Shaw & Co. Research,A-,rv,U.S. President,Harris,Kamala D. Harris,45.0
2020,,Fox News/Beacon Research/Shaw & Co. Research,A-,rv,U.S. President,Trump,Donald Trump,39.0
2020,,Fox News/Beacon Research/Shaw & Co. Research,A-,rv,U.S. President,Warren,Elizabeth Warren,46.0
2020,,Fox News/Beacon Research/Shaw & Co. Research,A-,rv,U.S. President,Trump,Donald Trump,39.0
2020,,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Biden,Joseph R. Biden Jr.,45.0
2020,,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Trump,Donald Trump,46.0
2020,,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Sanders,Bernard Sanders,44.0
2020,,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Trump,Donald Trump,45.0
2020,,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Harris,Kamala D. Harris,42.0
2020,,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Trump,Donald Trump,44.0
2020,,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Warren,Elizabeth Warren,43.0
2020,,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Trump,Donald Trump,45.0
2020,,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Buttigieg,Pete Buttigieg,42.0
2020,,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Trump,Donald Trump,45.0
2020,Alaska,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Biden,Joseph R. Biden Jr.,40.0
2020,Alaska,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Trump,Donald Trump,45.0
2020,Alaska,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Sanders,Bernard Sanders,38.0
2020,Alaska,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Trump,Donald Trump,45.0
2020,Alaska,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Harris,Kamala D. Harris,30.0
2020,Alaska,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Trump,Donald Trump,48.0
2020,Alaska,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Warren,Elizabeth Warren,32.0
2020,Alaska,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Trump,Donald Trump,48.0
2020,Alaska,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Buttigieg,Pete Buttigieg,31.0
2020,Alaska,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Trump,Donald Trump,45.0
2020,New Hampshire,Gravis Marketing,C+,rv,U.S. President,Sanders,Bernard Sanders,51.0
2020,New Hampshire,Gravis Marketing,C+,rv,U.S. President,Trump,Donald Trump,41.0
2020,New Hampshire,Gravis Marketing,C+,rv,U.S. President,Biden,Joseph R. Biden Jr.,53.0
2020,New Hampshire,Gravis Marketing,C+,rv,U.S. President,Trump,Donald Trump,40.0
2020,New Hampshire,Gravis Marketing,C+,rv,U.S. President,Warren,Elizabeth Warren,49.0
2020,New Hampshire,Gravis Marketing,C+,rv,U.S. President,Trump,Donald Trump,44.0
2020,New Hampshire,Gravis Marketing,C+,rv,U.S. President,Buttigieg,Pete Buttigieg,49.0
2020,New Hampshire,Gravis Marketing,C+,rv,U.S. President,Trump,Donald Trump,42.0
2020,New Hampshire,Gravis Marketing,C+,rv,U.S. President,Harris,Kamala D. Harris,47.0
2020,New Hampshire,Gravis Marketing,C+,rv,U.S. President,Trump,Donald Trump,44.0
2020,Utah,Y2 Analytics,B/C,rv,U.S. President,Harris,Kamala D. Harris,33.0
2020,Utah,Y2 Analytics,B/C,rv,U.S. President,Trump,Donald Trump,48.0
2020,Utah,Y2 Analytics,B/C,rv,U.S. President,Buttigieg,Pete Buttigieg,28.0
2020,Utah,Y2 Analytics,B/C,rv,U.S. President,Trump,Donald Trump,48.0
2020,Utah,Y2 Analytics,B/C,rv,U.S. President,O'Rourke,Beto O'Rourke,27.0
2020,Utah,Y2 Analytics,B/C,rv,U.S. President,Trump,Donald Trump,41.0
2020,Utah,Y2 Analytics,B/C,rv,U.S. President,Warren,Elizabeth Warren,36.0
2020,Utah,Y2 Analytics,B/C,rv,U.S. President,Trump,Donald Trump,39.0
2020,Utah,Y2 Analytics,B/C,rv,U.S. President,Sanders,Bernard Sanders,44.0
2020,Utah,Y2 Analytics,B/C,rv,U.S. President,Trump,Donald Trump,38.0
2020,Utah,Y2 Analytics,B/C,rv,U.S. President,Biden,Joseph R. Biden Jr.,35.0
2020,Utah,Y2 Analytics,B/C,rv,U.S. President,Trump,Donald Trump,36.0
2020,Utah,Y2 Analytics,B/C,rv,U.S. President,Booker,Cory A. Booker,43.0
2020,Utah,Y2 Analytics,B/C,rv,U.S. President,Trump,Donald Trump,31.0
2020,,SurveyUSA,A,rv,U.S. President,Biden,Joseph R. Biden Jr.,50.0
2020,,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,42.0
2020,,SurveyUSA,A,rv,U.S. President,Harris,Kamala D. Harris,45.0
2020,,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,44.0
2020,,SurveyUSA,A,rv,U.S. President,Buttigieg,Pete Buttigieg,42.0
2020,,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,44.0
2020,,SurveyUSA,A,rv,U.S. President,Warren,Elizabeth Warren,46.0
2020,,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,44.0
2020,,SurveyUSA,A,rv,U.S. President,Sanders,Bernard Sanders,50.0
2020,,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,42.0
2020,,SurveyUSA,A,rv,U.S. President,Winfrey,Oprah Winfrey,46.0
2020,,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,43.0
2020,,SurveyUSA,A,rv,U.S. President,Obama,Michelle Obama,51.0
2020,,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,43.0
2020,California,SurveyUSA,A,rv,U.S. President,Biden,Joseph R. Biden Jr.,61.0
2020,California,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,27.0
2020,California,SurveyUSA,A,rv,U.S. President,Harris,Kamala D. Harris,59.0
2020,California,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,30.0
2020,California,SurveyUSA,A,rv,U.S. President,Buttigieg,Pete Buttigieg,53.0
2020,California,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,30.0
2020,California,SurveyUSA,A,rv,U.S. President,Warren,Elizabeth Warren,58.0
2020,California,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,30.0
2020,California,SurveyUSA,A,rv,U.S. President,Sanders,Bernard Sanders,62.0
2020,California,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,29.0
2020,California,SurveyUSA,A,rv,U.S. President,Winfrey,Oprah Winfrey,57.0
2020,California,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,28.0
2020,California,SurveyUSA,A,rv,U.S. President,Obama,Michelle Obama,64.0
2020,California,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,28.0
2020,North Carolina,SurveyUSA,A,rv,U.S. President,Biden,Joseph R. Biden Jr.,49.0
2020,North Carolina,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,41.0
2020,North Carolina,SurveyUSA,A,rv,U.S. President,Harris,Kamala D. Harris,43.0
2020,North Carolina,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,44.0
2020,North Carolina,SurveyUSA,A,rv,U.S. President,Buttigieg,Pete Buttigieg,41.0
2020,North Carolina,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,43.0
2020,North Carolina,SurveyUSA,A,rv,U.S. President,Warren,Elizabeth Warren,44.0
2020,North Carolina,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,43.0
2020,North Carolina,SurveyUSA,A,rv,U.S. President,Sanders,Bernard Sanders,47.0
2020,North Carolina,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,43.0
2020,North Carolina,SurveyUSA,A,rv,U.S. President,Winfrey,Oprah Winfrey,45.0
2020,North Carolina,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,43.0
2020,North Carolina,SurveyUSA,A,rv,U.S. President,Obama,Michelle Obama,50.0
2020,North Carolina,SurveyUSA,A,rv,U.S. President,Trump,Donald Trump,43.0
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,Biden,Joseph R. Biden Jr.,41.2
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,Trump,Donald Trump,37.2
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,Warren,Elizabeth Warren,37.4
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,Trump,Donald Trump,38.8
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,Harris,Kamala D. Harris,35.4
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,Trump,Donald Trump,38.5
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,Sanders,Bernard Sanders,42.2
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,Trump,Donald Trump,37.7
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,Buttigieg,Pete Buttigieg,31.2
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,Trump,Donald Trump,37.5
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,O'Rourke,Beto O'Rourke,43.0
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,Trump,Donald Trump,37.3
2020,North Carolina,Harper Polling,B/C,lv,U.S. President,Biden,Joseph R. Biden Jr.,44.0
2020,North Carolina,Harper Polling,B/C,lv,U.S. President,Trump,Donald Trump,45.0
2020,North Carolina,Harper Polling,B/C,lv,U.S. President,Sanders,Bernard Sanders,44.0
2020,North Carolina,Harper Polling,B/C,lv,U.S. President,Trump,Donald Trump,46.0
2020,North Carolina,Harper Polling,B/C,lv,U.S. President,Harris,Kamala D. Harris,41.0
2020,North Carolina,Harper Polling,B/C,lv,U.S. President,Trump,Donald Trump,47.0
2020,North Carolina,Harper Polling,B/C,lv,U.S. President,Warren,Elizabeth Warren,43.0
2020,North Carolina,Harper Polling,B/C,lv,U.S. President,Trump,Donald Trump,46.0
2020,Texas,Emerson College,A-,rv,U.S. President,Biden,Joseph R. Biden Jr.,50.8
2020,Texas,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,49.2
2020,Texas,Emerson College,A-,rv,U.S. President,Sanders,Bernard Sanders,50.6
2020,Texas,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,49.4
2020,Texas,Emerson College,A-,rv,U.S. President,O'Rourke,Beto O'Rourke,48.1
2020,Texas,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,51.9
2020,Texas,Emerson College,A-,rv,U.S. President,Buttigieg,Pete Buttigieg,48.0
2020,Texas,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,52.0
2020,Texas,Emerson College,A-,rv,U.S. President,Warren,Elizabeth Warren,47.6
2020,Texas,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,52.4
2020,Texas,Emerson College,A-,rv,U.S. President,Castro,Julián Castro,47.2
2020,Texas,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,52.8
2020,Texas,Emerson College,A-,rv,U.S. President,Harris,Kamala D. Harris,46.2
2020,Texas,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,53.8
2020,,IBD/TIPP,A/B,rv,U.S. President,Biden,Joseph R. Biden Jr.,54.0
2020,,IBD/TIPP,A/B,rv,U.S. President,Trump,Donald Trump,41.0
2020,,IBD/TIPP,A/B,rv,U.S. President,Sanders,Bernard Sanders,50.0
2020,,IBD/TIPP,A/B,rv,U.S. President,Trump,Donald Trump,45.0
2020,,IBD/TIPP,A/B,rv,U.S. President,Warren,Elizabeth Warren,49.0
2020,,IBD/TIPP,A/B,rv,U.S. President,Trump,Donald Trump,45.0
2020,,IBD/TIPP,A/B,rv,U.S. President,Harris,Kamala D. Harris,47.0
2020,,IBD/TIPP,A/B,rv,U.S. President,Trump,Donald Trump,45.0
2020,Washington,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Biden,Joseph R. Biden Jr.,51.9
2020,Washington,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Trump,Donald Trump,30.7
2020,Washington,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Sanders,Bernard Sanders,54.2
2020,Washington,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Trump,Donald Trump,32.1
2020,Washington,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Harris,Kamala D. Harris,46.5
2020,Washington,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Trump,Donald Trump,33.3
2020,Washington,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Warren,Elizabeth Warren,47.5
2020,Washington,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Trump,Donald Trump,32.6
2020,Washington,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Buttigieg,Pete Buttigieg,43.9
2020,Washington,Zogby Interactive/JZ Analytics,C,lv,U.S. President,Trump,Donald Trump,32.1
2020,,Rasmussen Reports/Pulse Opinion Research,C+,lv,U.S. President,Sanders,Bernard Sanders,46.0
2020,,Rasmussen Reports/Pulse Opinion Research,C+,lv,U.S. President,Trump,Donald Trump,45.0
2020,,Claster Consulting,,lv,U.S. President,Biden,Joseph R. Biden Jr.,47.0
2020,,Claster Consulting,,lv,U.S. President,Trump,Donald Trump,41.0
2020,Maine,Fabrizio Ward,B/C,lv,U.S. President,Biden,Joseph R. Biden Jr.,50.0
2020,Maine,Fabrizio Ward,B/C,lv,U.S. President,Trump,Donald Trump,44.0
2020,Arizona,Fabrizio Ward,B/C,lv,U.S. President,Biden,Joseph R. Biden Jr.,50.0
2020,Arizona,Fabrizio Ward,B/C,lv,U.S. President,Trump,Donald Trump,45.0
2020,Colorado,Fabrizio Ward,B/C,lv,U.S. President,Biden,Joseph R. Biden Jr.,51.0
2020,Colorado,Fabrizio Ward,B/C,lv,U.S. President,Trump,Donald Trump,42.0
2020,Kentucky,Fabrizio Ward,B/C,lv,U.S. President,Biden,Joseph R. Biden Jr.,41.0
2020,Kentucky,Fabrizio Ward,B/C,lv,U.S. President,Trump,Donald Trump,53.0
2020,North Carolina,Fabrizio Ward,B/C,lv,U.S. President,Biden,Joseph R. Biden Jr.,49.0
2020,North Carolina,Fabrizio Ward,B/C,lv,U.S. President,Trump,Donald Trump,45.0
2020,,Emerson College,A-,rv,U.S. President,Biden,Joseph R. Biden Jr.,51.3
2020,,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,48.7
2020,,Emerson College,A-,rv,U.S. President,Sanders,Bernard Sanders,51.2
2020,,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,48.8
2020,,Emerson College,A-,rv,U.S. President,Harris,Kamala D. Harris,48.4
2020,,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,51.6
2020,,Emerson College,A-,rv,U.S. President,Warren,Elizabeth Warren,50.2
2020,,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,49.8
2020,,Emerson College,A-,rv,U.S. President,Buttigieg,Pete Buttigieg,48.1
2020,,Emerson College,A-,rv,U.S. President,Trump,Donald Trump,51.9
2020,,GQR Research (GQRR),C+,rv,U.S. President,Biden,Joseph R. Biden Jr.,49.0
2020,,GQR Research (GQRR),C+,rv,U.S. President,Trump,Donald Trump,41.0
2020,,GQR Research (GQRR),C+,rv,U.S. President,Amash,Justin Amash,7.0
2020,,GQR Research (GQRR),C+,rv,U.S. President,Warren,Elizabeth Warren,49.0
2020,,GQR Research (GQRR),C+,rv,U.S. President,Trump,Donald Trump,43.0
2020,,GQR Research (GQRR),C+,rv,U.S. President,Amash,Justin Amash,4.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Inslee,Jay Robert Inslee,28.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,37.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Delaney,John K. Delaney,28.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,36.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Gabbard,Tulsi Gabbard,27.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,37.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Gillibrand,Kirsten E. Gillibrand,32.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,37.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Hickenlooper,John Hickenlooper,27.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,37.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Williamson,Marianne Williamson,26.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,37.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Yang,Andrew Yang,27.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,37.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Gravel,Mike Gravel,25.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,37.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Messam,Wayne Messam,24.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,37.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Moulton,Seth Moulton,25.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,37.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Bennet,Michael F. Bennet,28.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,37.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Bullock,Steve Bullock,28.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,36.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,de Blasio,Bill de Blasio,26.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,38.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Steyer,Tom Steyer,28.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,36.0
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,Biden,Joseph R. Biden Jr.,36.9
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,Trump,Donald Trump,37.1
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,Warren,Elizabeth Warren,40.7
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,Trump,Donald Trump,38.2
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,Harris,Kamala D. Harris,39.8
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,Trump,Donald Trump,38.5
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,Sanders,Bernard Sanders,39.2
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,Trump,Donald Trump,37.3
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,Buttigieg,Pete Buttigieg,33.0
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,Trump,Donald Trump,38.6
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,O'Rourke,Beto O'Rourke,48.8
2020,Texas,University of Texas at Tyler,B/C,rv,U.S. President,Trump,Donald Trump,37.6
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Biden,Joseph R. Biden Jr.,42.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,39.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Sanders,Bernard Sanders,39.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,38.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Warren,Elizabeth Warren,36.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,40.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,O'Rourke,Beto O'Rourke,29.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,40.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Harris,Kamala D. Harris,36.0
2020,,Harris Insights & Analytics,C+,rv,U.S. President,Trump,Donald Trump,39.0
