cycle,branch,state,pollster,grade,population,adjpoll_clinton,adjpoll_trump
2016,President,Nevada,Ipsos,A-,lv,42.37696,40.90054
2016,President,Nevada,Google Consumer Surveys,B,lv,35.01317,43.93087
2016,President,Idaho,Google Consumer Surveys,B,lv,32.07367,44.56192
2016,President,U.S.,IBD/TIPP,A-,rv,42.51509,41.75628
2016,President,District of Columbia,Google Consumer Surveys,B,lv,51.96228,35.36619
2016,President,Maryland,Ipsos,A-,lv,51.803779999999996,33.46632
2016,President,U.S.,Ipsos,A-,lv,42.38997,39.6684
2016,President,U.S.,Morning Consult,,lv,44.49841,43.59218
2016,President,New Jersey,Google Consumer Surveys,B,lv,44.369209999999995,43.776070000000004
2016,President,Kansas,Google Consumer Surveys,B,lv,44.564409999999995,36.9696
2016,President,Pennsylvania,Google Consumer Surveys,B,lv,41.810959999999994,43.48063
2016,President,Louisiana,Google Consumer Surveys,B,lv,33.424609999999994,53.36026
2016,President,U.S.,Ipsos,A-,lv,41.5935,41.711940000000006
2016,President,Mississippi,Ipsos,A-,lv,29.925720000000002,59.6291
2016,President,U.S.,CVOTER International,C+,lv,46.96535,43.066179999999996
2016,President,U.S.,CVOTER International,C+,lv,46.874140000000004,43.63277
2016,President,New York,Ipsos,A-,lv,52.049459999999996,31.35456
2016,President,U.S.,USC Dornsife/LA Times,,lv,44.0887,44.63602
2016,President,New Hampshire,Google Consumer Surveys,B,lv,40.55662,31.801940000000002
2016,President,Minnesota,Ipsos,A-,lv,40.85617,31.79795
2016,President,U.S.,Ipsos,A-,lv,40.04985,42.44001
2016,President,California,Ipsos,A-,lv,62.457240000000006,24.88932
2016,President,U.S.,Ipsos,A-,lv,41.08723,40.852909999999994
2016,President,Maine,Google Consumer Surveys,B,lv,54.568999999999996,26.78358
2016,President,U.S.,Gravis Marketing,B-,lv,42.48265,38.42277
2016,President,Vermont,Google Consumer Surveys,B,lv,57.71026,27.62265
2016,President,U.S.,Data Targeting,,rv,35.949020000000004,38.832570000000004
2016,President,Missouri,Remington,,lv,43.35411,46.22108
2016,President,Louisiana,Ipsos,A-,lv,33.06057,60.90328
2016,President,Massachusetts,Ipsos,A-,lv,53.17208,30.93757
2016,President,U.S.,Fox News/Anderson Robbins Research/Shaw & Company Research,A,rv,45.77838,41.83289
2016,President,U.S.,Ipsos,A-,lv,41.422309999999996,41.37851
2016,President,Illinois,Ipsos,A-,lv,51.32269,34.53295
2016,President,Colorado,Gravis Marketing,B-,a,41.49086,41.08835
2016,President,Alabama,Ipsos,A-,lv,42.173359999999995,51.58525
2016,President,Ohio,Quinnipiac University,A-,lv,46.117470000000004,44.96991
2016,President,Florida,YouGov,B,lv,46.25758,44.13588
2016,President,Kentucky,Ipsos,A-,lv,36.755,54.30386
2016,President,U.S.,Ipsos,A-,lv,40.57342,42.19423
2016,President,Montana,Google Consumer Surveys,B,lv,37.311890000000005,41.11979
2016,President,U.S.,CVOTER International,C+,lv,47.48153,42.99031
2016,President,South Dakota,Google Consumer Surveys,B,lv,42.76827,43.483959999999996
2016,President,North Dakota,Google Consumer Surveys,B,lv,28.85854,58.19735
2016,President,Kentucky,Google Consumer Surveys,B,lv,39.33828,52.054790000000004
2016,President,Colorado,Ipsos,A-,lv,39.06305,43.06081
2016,President,New Hampshire,Ipsos,A-,lv,42.38818,45.4712
2016,President,Pennsylvania,Ipsos,A-,lv,45.72735,44.09912
2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,45.80053,42.09972
2016,President,Georgia,Ipsos,A-,lv,37.21405,48.71825
2016,President,Ohio,Google Consumer Surveys,B,lv,38.70763,42.919540000000005
2016,President,U.S.,USC Dornsife/LA Times,,lv,43.932320000000004,44.66118
2016,President,Connecticut,Google Consumer Surveys,B,lv,49.211659999999995,34.98438
2016,President,South Carolina,Ipsos,A-,lv,44.62901,49.22755
2016,President,South Dakota,Google Consumer Surveys,B,lv,35.2737,47.71598
2016,President,Arkansas,Google Consumer Surveys,B,lv,41.026959999999995,49.195440000000005
2016,President,Idaho,Ipsos,A-,lv,26.17768,58.218430000000005
2016,President,U.S.,Google Consumer Surveys,B,lv,42.7024,42.629059999999996
2016,President,South Carolina,Google Consumer Surveys,B,lv,37.522009999999995,47.10666
2016,President,Texas,Google Consumer Surveys,B,lv,36.650659999999995,49.85985
2016,President,U.S.,Ipsos,A-,lv,40.79492,41.72136
2016,President,Delaware,Google Consumer Surveys,B,lv,41.31232,40.62353
2016,President,Rhode Island,Google Consumer Surveys,B,lv,51.72123,28.59658
2016,President,Minnesota,Google Consumer Surveys,B,lv,44.38476,34.97168
2016,President,U.S.,Public Policy Polling,B+,v,47.53115,45.15317
2016,President,Ohio,Zogby Interactive/JZ Analytics,C-,lv,40.51132,38.83062
2016,President,U.S.,CVOTER International,C+,lv,47.6445,42.65344
2016,President,Illinois,We Ask America,C,rv,49.58437,38.90481
2016,President,New York,Google Consumer Surveys,B,lv,49.32051,37.263490000000004
2016,President,Texas,Ipsos,A-,lv,30.360559999999996,48.72225
2016,President,Virginia,Google Consumer Surveys,B,lv,43.28485,44.7494
2016,President,Tennessee,Google Consumer Surveys,B,lv,31.08809,57.30067
2016,President,Wisconsin,Ipsos,A-,lv,38.00832,40.43199
2016,President,U.S.,USC Dornsife/LA Times,,lv,43.70673,45.0033
2016,President,Nebraska,Google Consumer Surveys,B,lv,34.74122,49.677859999999995
2016,President,Arizona,Ipsos,A-,lv,38.93462,46.42949
2016,President,Maryland,Google Consumer Surveys,B,lv,50.958290000000005,34.17324
2016,President,Nevada,Gravis Marketing,B-,rv,43.14405,46.82602
2016,President,Washington,Google Consumer Surveys,B,lv,44.23417,36.42709
2016,President,Wyoming,Google Consumer Surveys,B,lv,33.4447,51.21966
2016,President,U.S.,USC Dornsife/LA Times,,lv,43.65525,44.85318
2016,President,Pennsylvania,Gravis Marketing,B-,rv,49.92136,48.96022
2016,President,Florida,Gravis Marketing,B-,rv,49.58705,50.1737
2016,President,North Carolina,Google Consumer Surveys,B,lv,39.254979999999996,47.34336
2016,President,Florida,Ipsos,A-,lv,46.5998,50.805279999999996
2016,President,Arizona,Google Consumer Surveys,B,lv,44.59708,40.15838
2016,President,Colorado,Google Consumer Surveys,B,lv,47.8121,36.64798
2016,President,Alabama,Google Consumer Surveys,B,lv,25.965889999999998,64.69273000000001
2016,President,U.S.,Ipsos,A-,lv,40.36963,42.36187
2016,President,Iowa,Google Consumer Surveys,B,lv,37.73598,43.75108
2016,President,Ohio,Ipsos,A-,lv,46.74115,43.75201
2016,President,Arkansas,Ipsos,A-,lv,41.628029999999995,48.799209999999995
2016,President,Michigan,Mitchell Research & Communications,D,lv,45.8315,41.062020000000004
2016,President,Vermont,Google Consumer Surveys,B,lv,50.21053,21.297439999999998
2016,President,U.S.,CVOTER International,C+,lv,46.54455,44.15209
2016,President,U.S.,CVOTER International,C+,lv,46.94041,43.554320000000004
2016,President,U.S.,SurveyMonkey,C-,lv,45.115840000000006,42.85447
2016,President,Michigan,Google Consumer Surveys,B,lv,41.96167,41.604659999999996
2016,President,U.S.,McLaughlin & Associates,C-,lv,45.24776,42.438179999999996
2016,President,Oklahoma,Google Consumer Surveys,B,lv,36.55133,53.10167
2016,President,New Jersey,Ipsos,A-,lv,47.56006,37.9716
2016,President,Illinois,Google Consumer Surveys,B,lv,43.54054,38.09418
2016,President,Indiana,Bellwether Research & Consulting,,rv,32.46525,43.211009999999995
2016,President,Florida,Google Consumer Surveys,B,lv,41.04531,49.141259999999996
2016,President,West Virginia,Ipsos,A-,lv,39.14963,48.82935
2016,President,New Mexico,Google Consumer Surveys,B,lv,34.641290000000005,38.77324
2016,President,New Mexico,Public Policy Polling,B+,lv,42.25423,35.97945
2016,President,U.S.,USC Dornsife/LA Times,,lv,43.84894,44.50914
2016,President,California,Google Consumer Surveys,B,lv,52.263329999999996,38.21767
2016,President,Florida,"Mason-Dixon Polling & Research, Inc.",B+,lv,45.956990000000005,45.215579999999996
2016,President,U.S.,The Times-Picayune/Lucid,,lv,47.84061,39.45442
2016,President,U.S.,CVOTER International,C+,lv,46.40117,43.77857
2016,President,Nebraska,Ipsos,A-,lv,36.621959999999994,45.277609999999996
2016,President,Oregon,Ipsos,A-,lv,46.31606,35.98538
2016,President,California,Ipsos,A-,lv,59.55924,33.196090000000005
2016,President,Maryland,Marist College,A,rv,60.84241,30.710309999999996
2016,President,Massachusetts,Google Consumer Surveys,B,lv,50.5634,36.97712
2016,President,Missouri,Google Consumer Surveys,B,lv,40.29358,39.730990000000006
2016,President,U.S.,Ipsos,A-,lv,40.544270000000004,40.91185
2016,President,Alaska,Google Consumer Surveys,B,lv,36.74902,47.57708
2016,President,Mississippi,Ipsos,A-,lv,36.06009,54.89691
2016,President,Wisconsin,Public Opinion Strategies,B,lv,42.53796,33.65913
2016,President,Colorado,Ipsos,A-,lv,42.90854,38.79972
2016,President,U.S.,The Times-Picayune/Lucid,,lv,46.05214,42.40023
2016,President,New Hampshire,Google Consumer Surveys,B,lv,52.79133,38.87771
2016,President,Maine,Ipsos,A-,lv,41.46768,42.96586
2016,President,U.S.,CVOTER International,C+,lv,45.84006,44.59961
2016,President,Oregon,Google Consumer Surveys,B,lv,49.70455,38.290659999999995
2016,President,U.S.,The Times-Picayune/Lucid,,lv,45.94534,41.426790000000004
2016,President,Hawaii,Google Consumer Surveys,B,lv,50.29971,32.24694
2016,President,U.S.,Morning Consult,,rv,42.83636,42.77844
2016,President,U.S.,USC Dornsife/LA Times,,lv,43.331720000000004,45.03585
2016,President,Indiana,Google Consumer Surveys,B,lv,38.900059999999996,40.139759999999995
2016,President,West Virginia,Ipsos,A-,lv,38.57376,50.57391
2016,President,U.S.,YouGov,B,rv,44.00323,41.01058
2016,President,Kansas,Ipsos,A-,lv,35.2644,52.560790000000004
2016,President,West Virginia,Google Consumer Surveys,B,lv,26.89815,57.71885
2016,President,Nevada,Google Consumer Surveys,B,lv,42.06243,42.50424
2016,President,Mississippi,Google Consumer Surveys,B,lv,33.92934,61.28141
2016,President,Iowa,Ipsos,A-,lv,40.4115,45.322109999999995
2016,President,Idaho,Ipsos,A-,lv,27.349009999999996,49.73205
2016,President,Wisconsin,Google Consumer Surveys,B,lv,49.390879999999996,32.59325
2016,President,Michigan,Ipsos,A-,lv,42.72583,43.78957
2016,President,New Jersey,Google Consumer Surveys,B,lv,42.75035,44.26599
2016,President,U.S.,Google Consumer Surveys,B,lv,38.44912,39.13114
2016,President,U.S.,CVOTER International,C+,lv,45.87373,44.461079999999995
2016,President,Louisiana,Google Consumer Surveys,B,lv,30.945040000000002,58.47091999999999
2016,President,U.S.,CNN/Opinion Research Corp.,A-,rv,44.69373,41.497409999999995
2016,President,Tennessee,Ipsos,A-,lv,31.05585,50.498059999999995
2016,President,U.S.,USC Dornsife/LA Times,,lv,44.63601,44.3764
2016,President,Kansas,Google Consumer Surveys,B,lv,43.78632,42.74573
2016,President,Oklahoma,Ipsos,A-,lv,34.93144,48.55316
2016,President,Indiana,Ipsos,A-,lv,30.558640000000004,55.60099
2016,President,Oklahoma,Cole Hargrave Snodgrass & Associates,B,rv,30.67465,53.22995
2016,President,Mississippi,Ipsos,A-,lv,37.851729999999996,53.40818
2016,President,U.S.,The Times-Picayune/Lucid,,lv,45.1615,43.36435
2016,President,New Hampshire,Ipsos,A-,lv,32.37591,49.20467
2016,President,New York,Fox News/Anderson Robbins Research/Shaw & Company Research,A,lv,52.39586,38.903059999999996
2016,President,Georgia,Google Consumer Surveys,B,lv,37.99437,47.68606
2016,President,Florida,Greenberg Quinlan Rosner (Democracy Corps),B-,lv,50.20194,42.1997
2016,President,Louisiana,Ipsos,A-,lv,36.52819,57.968959999999996
2016,President,Maine,Google Consumer Surveys,B,lv,43.360079999999996,42.10675
2016,President,U.S.,USC Dornsife/LA Times,,lv,44.3906,44.35909
2016,President,Alabama,Ipsos,A-,lv,39.0949,52.8039
2016,President,Washington,Google Consumer Surveys,B,lv,51.28226,32.85906
2016,President,Pennsylvania,Google Consumer Surveys,B,lv,41.81943,43.93892
2016,President,District of Columbia,Google Consumer Surveys,B,lv,61.51294,32.279959999999996
2016,President,Connecticut,Ipsos,A-,lv,46.8434,40.88317
2016,President,U.S.,CVOTER International,C+,lv,45.4725,44.72753
2016,President,North Dakota,Google Consumer Surveys,B,lv,27.915490000000002,51.51896
2016,President,Kentucky,Google Consumer Surveys,B,lv,36.7355,48.638329999999996
2016,President,Kentucky,Ipsos,A-,lv,41.347840000000005,47.68608
2016,President,Idaho,Google Consumer Surveys,B,lv,32.499559999999995,45.07204
2016,President,Washington,Ipsos,A-,lv,44.93007,36.6202
2016,President,U.S.,Ipsos,A-,lv,41.119890000000005,39.95583
2016,President,Arizona,MBQF,C+,lv,45.43217,43.99765
2016,President,Idaho,Ipsos,A-,lv,28.521759999999997,44.86766
2016,President,Missouri,Ipsos,A-,lv,34.797779999999996,51.598440000000004
2016,President,Oregon,"Davis, Hibbitts & Midghall, Inc.",B,lv,43.61353,34.584959999999995
2016,President,Ohio,Google Consumer Surveys,B,lv,40.84887,40.70438
2016,President,U.S.,CVOTER International,C+,lv,45.260329999999996,44.92151
2016,President,South Carolina,Ipsos,A-,lv,45.22572,47.1183
2016,President,U.S.,The Times-Picayune/Lucid,,lv,46.268229999999996,41.33263
2016,President,Nevada,Ipsos,A-,lv,41.755390000000006,35.610690000000005
2016,President,U.S.,USC Dornsife/LA Times,,lv,44.59282,43.785579999999996
2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,41.82602,43.46952
2016,President,Delaware,Google Consumer Surveys,B,lv,42.767920000000004,32.24831
2016,President,Mississippi,Google Consumer Surveys,B,lv,32.13948,56.38384
2016,President,U.S.,Ipsos,A-,lv,40.6014,39.70295
2016,President,Georgia,Ipsos,A-,lv,40.2964,47.55475
2016,President,Minnesota,Ipsos,A-,lv,41.122840000000004,33.70117
2016,President,Nebraska,Ipsos,A-,lv,43.69644,42.47589
2016,President,Pennsylvania,Ipsos,A-,lv,48.75362,44.89308
2016,President,U.S.,Gravis Marketing,B-,rv,47.88644,45.28544
2016,President,Connecticut,Google Consumer Surveys,B,lv,46.04716,35.367909999999995
2016,President,Rhode Island,Google Consumer Surveys,B,lv,41.459959999999995,37.41809
2016,President,Arkansas,Ipsos,A-,lv,38.82101,49.16315
2016,President,West Virginia,Google Consumer Surveys,B,lv,32.85751,56.525969999999994
2016,President,New York,Public Policy Polling,B+,v,53.523709999999994,37.18165
2016,President,Maryland,Public Policy Polling,B+,v,59.462740000000004,29.742440000000002
2016,President,U.S.,Google Consumer Surveys,B,lv,41.89878,42.39478
2016,President,U.S.,USC Dornsife/LA Times,,lv,44.339079999999996,43.90659
2016,President,U.S.,CVOTER International,C+,lv,45.51715,45.134029999999996
2016,President,New Hampshire,Ipsos,A-,lv,39.32517,40.96051
2016,President,Maine,Ipsos,A-,lv,37.90215,41.52796
2016,President,Arkansas,Google Consumer Surveys,B,lv,38.91787,51.29521
2016,President,Texas,Google Consumer Surveys,B,lv,35.9729,50.270070000000004
2016,President,U.S.,Ipsos,A-,lv,42.18155,38.14629
2016,President,Arizona,Ipsos,A-,lv,39.01122,46.49516
2016,President,Texas,Ipsos,A-,lv,31.318479999999997,49.53909
2016,President,Nebraska,Ipsos,A-,lv,33.380990000000004,50.52013
2016,President,Colorado,Google Consumer Surveys,B,lv,43.58665,37.41199
2016,President,Massachusetts,Ipsos,A-,lv,47.463390000000004,33.23653
2016,President,Florida,Google Consumer Surveys,B,lv,37.32419,51.09489
2016,President,North Dakota,Google Consumer Surveys,B,lv,29.13226,52.96728
2016,President,U.S.,NBC News/Wall Street Journal,A-,rv,40.95902,39.62749
2016,President,U.S.,CBS News/New York Times,A-,rv,42.719120000000004,37.45661
2016,President,South Carolina,Google Consumer Surveys,B,lv,37.37234,48.48685
2016,President,North Carolina,Google Consumer Surveys,B,lv,39.7113,45.96655
2016,President,Kansas,Ipsos,A-,lv,35.48701,48.43224
2016,President,South Dakota,Google Consumer Surveys,B,lv,40.40974,35.039640000000006
2016,President,Michigan,Google Consumer Surveys,B,lv,41.85937,39.38332
2016,President,Ohio,Ipsos,A-,lv,46.94155,46.06244
2016,President,Montana,Google Consumer Surveys,B,lv,39.74592,42.55746
2016,President,Massachusetts,Suffolk University,B+,lv,54.00369,32.82567
2016,President,Arizona,Google Consumer Surveys,B,lv,41.22651,42.93093
2016,President,Illinois,Google Consumer Surveys,B,lv,46.078509999999994,37.36735
2016,President,U.S.,CVOTER International,C+,lv,44.187259999999995,46.155440000000006
2016,President,Maryland,Google Consumer Surveys,B,lv,54.174409999999995,32.12141
2016,President,Oklahoma,Ipsos,A-,lv,30.31707,54.892619999999994
2016,President,Alaska,Google Consumer Surveys,B,lv,38.78074,38.229040000000005
2016,President,Oklahoma,Google Consumer Surveys,B,lv,35.86339,45.87682
2016,President,Oregon,Google Consumer Surveys,B,lv,46.24941,37.291140000000006
2016,President,U.S.,Ipsos,A-,lv,43.166129999999995,36.88682
2016,President,U.S.,USC Dornsife/LA Times,,lv,44.2438,43.9889
2016,President,Iowa,Google Consumer Surveys,B,lv,43.72979,39.19643
2016,President,New Hampshire,MassINC Polling Group,A-,lv,42.75504,43.42562
2016,President,Tennessee,Google Consumer Surveys,B,lv,37.794940000000004,52.252390000000005
2016,President,Missouri,Google Consumer Surveys,B,lv,41.535959999999996,41.53772
2016,President,Iowa,Ipsos,A-,lv,42.17014,41.020270000000004
2016,President,U.S.,CVOTER International,C+,lv,44.25244,46.032140000000005
2016,President,North Carolina,Ipsos,A-,lv,45.512570000000004,45.28431
2016,President,U.S.,Saint Leo University,C+,lv,41.47125,39.54156
2016,President,Indiana,Google Consumer Surveys,B,lv,38.060829999999996,39.7029
2016,President,Wyoming,Google Consumer Surveys,B,lv,28.972070000000002,50.47437
2016,President,New York,Google Consumer Surveys,B,lv,48.67615,36.26059
2016,President,Maine,Google Consumer Surveys,B,lv,52.420320000000004,27.673479999999998
2016,President,Illinois,Ipsos,A-,lv,49.5603,37.57496
2016,President,California,Google Consumer Surveys,B,lv,53.5095,36.08504
2016,President,U.S.,The Times-Picayune/Lucid,,lv,47.38668,40.288779999999996
2016,President,New Jersey,Google Consumer Surveys,B,lv,43.56068,42.37057
2016,President,Louisiana,Google Consumer Surveys,B,lv,30.53179,58.137069999999994
2016,President,U.S.,SurveyMonkey,C-,lv,45.86892,41.65466
2016,President,Virginia,Google Consumer Surveys,B,lv,44.32663,39.5248
2016,President,Wisconsin,Ipsos,A-,lv,36.985659999999996,39.18319
2016,President,U.S.,YouGov,B,rv,43.4987,42.799859999999995
2016,President,Connecticut,Ipsos,A-,lv,49.59851,39.54728
2016,President,U.S.,The Times-Picayune/Lucid,,lv,46.500040000000006,39.2435
2016,President,U.S.,Ipsos,A-,lv,43.14463,37.22654
2016,President,South Dakota,Google Consumer Surveys,B,lv,31.67666,44.38491
2016,President,U.S.,Morning Consult,,rv,43.713409999999996,44.10988
2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.7226,42.15226
2016,President,New York,Ipsos,A-,lv,50.13665,29.94349
2016,President,Alabama,Ipsos,A-,lv,41.68517,49.70864
2016,President,Nevada,Ipsos,A-,lv,39.6235,39.79285
2016,President,U.S.,USC Dornsife/LA Times,,lv,45.322590000000005,42.89549
2016,President,Oregon,Ipsos,A-,lv,43.6823,40.4874
2016,President,U.S.,CVOTER International,C+,lv,43.79466,46.40891
2016,President,Arkansas,Ipsos,A-,lv,39.150420000000004,46.3937
2016,President,Maine,Ipsos,A-,lv,32.01526,39.05088
2016,President,U.S.,Zogby Interactive/JZ Analytics,C-,lv,42.054809999999996,43.20832
2016,President,U.S.,The Times-Picayune/Lucid,,lv,43.60644,41.20218
2016,President,New Mexico,Google Consumer Surveys,B,lv,43.39758,37.06175
2016,President,U.S.,Pew Research Center,B+,rv,50.95644,47.468999999999994
2016,President,Massachusetts,Google Consumer Surveys,B,lv,51.53859,33.557520000000004
2016,President,New York,Baruch College,B-,rv,51.17406,38.08368
2016,President,Alabama,Google Consumer Surveys,B,lv,28.294520000000002,63.82467
2016,President,Texas,Ipsos,A-,lv,31.46572,47.162729999999996
2016,President,New Hampshire,Google Consumer Surveys,B,lv,58.774440000000006,31.143590000000003
2016,President,U.S.,Ipsos,A-,lv,43.622409999999995,37.973659999999995
2016,President,Wisconsin,Google Consumer Surveys,B,lv,44.722609999999996,35.50096
2016,President,Kentucky,Ipsos,A-,lv,42.530190000000005,47.0211
2016,President,Minnesota,Ipsos,A-,lv,42.54868,35.733509999999995
2016,President,Florida,Ipsos,A-,lv,47.16945,48.46267
2016,President,Michigan,Ipsos,A-,lv,41.82156,41.55066
2016,President,Louisiana,Ipsos,A-,lv,39.0047,51.97005
2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.84045,43.09637
2016,President,Nebraska,Google Consumer Surveys,B,lv,35.988479999999996,43.41247
2016,President,Hawaii,Google Consumer Surveys,B,lv,60.39436,32.958
2016,President,Vermont,Google Consumer Surveys,B,lv,67.04985,19.59534
2016,President,Georgia,Google Consumer Surveys,B,lv,38.90442,49.04488
2016,President,Pennsylvania,Fox News/Anderson Robbins Research/Shaw & Company Research,A,lv,42.88953,45.20778
2016,President,Kansas,Ipsos,A-,lv,35.1605,48.15728
2016,President,Tennessee,Ipsos,A-,lv,32.1829,47.04765
2016,President,U.S.,CVOTER International,C+,lv,44.37978,46.00588
2016,President,U.S.,USC Dornsife/LA Times,,lv,45.38998,42.47303
2016,President,Indiana,Ipsos,A-,lv,32.4376,55.676680000000005
2016,President,North Carolina,"National Research, Inc.",B+,lv,38.45602,42.88821
2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,44.68305,41.72847
2016,President,Iowa,Ipsos,A-,lv,40.32136,43.107040000000005
2016,President,U.S.,Ipsos,A-,lv,41.69168,38.51885
2016,President,Minnesota,Google Consumer Surveys,B,lv,41.817440000000005,33.98151
2016,President,Nevada,Google Consumer Surveys,B,lv,41.62125,42.882509999999996
2016,President,District of Columbia,Google Consumer Surveys,B,lv,51.45152,35.171659999999996
2016,President,Oklahoma,Ipsos,A-,lv,27.528000000000002,59.06202
2016,President,New Hampshire,Public Policy Polling,B+,v,42.855129999999996,40.82656
2016,President,Pennsylvania,Google Consumer Surveys,B,lv,40.73015,44.361959999999996
2016,President,Nevada,Ipsos,A-,lv,38.74013,39.49552
2016,President,Mississippi,Google Consumer Surveys,B,lv,29.83786,62.18365
2016,President,Missouri,Ipsos,A-,lv,38.91498,47.25772
2016,President,Virginia,Ipsos,A-,lv,49.36137,37.64524
2016,President,Idaho,Google Consumer Surveys,B,lv,33.04663,45.58367
2016,President,Arizona,Public Policy Polling,B+,v,39.87984,43.893
2016,President,U.S.,Ipsos,A-,lv,42.26262,37.453340000000004
2016,President,U.S.,USC Dornsife/LA Times,,lv,44.98295,43.04616
2016,President,South Carolina,Google Consumer Surveys,B,lv,38.749179999999996,50.23265
2016,President,U.S.,CVOTER International,C+,lv,44.543079999999996,45.668690000000005
2016,President,South Carolina,Ipsos,A-,lv,40.492979999999996,51.58289
2016,President,Arkansas,Google Consumer Surveys,B,lv,34.62599,48.775040000000004
2016,President,Illinois,Ipsos,A-,lv,55.55154,31.12905
2016,President,New York,Marist College,A,rv,59.154990000000005,36.17631
2016,President,Minnesota,Google Consumer Surveys,B,lv,42.02019,35.691759999999995
2016,President,Pennsylvania,Marist College,A,rv,45.2821,40.9387
2016,President,U.S.,The Times-Picayune/Lucid,,lv,43.935970000000005,43.08
2016,President,Washington,Google Consumer Surveys,B,lv,49.01815,34.5345
2016,President,Texas,Google Consumer Surveys,B,lv,35.92522,47.9167
2016,President,Texas,Ipsos,A-,lv,31.342370000000003,46.31942
2016,President,Louisiana,Ipsos,A-,lv,37.70185,49.894729999999996
2016,President,Kentucky,Google Consumer Surveys,B,lv,43.85614,41.39921
2016,President,Delaware,Google Consumer Surveys,B,lv,41.35553,41.74986
2016,President,Connecticut,Google Consumer Surveys,B,lv,48.090379999999996,34.80887
2016,President,New York,Ipsos,A-,lv,51.85989,31.781570000000002
2016,President,U.S.,Ipsos,A-,lv,41.13661,39.281290000000006
2016,President,U.S.,USC Dornsife/LA Times,,lv,44.143,44.03481
2016,President,U.S.,Fox News/Anderson Robbins Research/Shaw & Company Research,A,rv,43.56904,41.69157
2016,President,Georgia,Ipsos,A-,lv,42.436370000000004,47.1881
2016,President,Washington,Ipsos,A-,lv,48.699940000000005,34.15465
2016,President,Florida,Google Consumer Surveys,B,lv,38.059329999999996,49.31783
2016,President,Illinois,Google Consumer Surveys,B,lv,44.99326,37.67942
2016,President,West Virginia,Google Consumer Surveys,B,lv,41.29813,48.296490000000006
2016,President,U.S.,Gravis Marketing,B-,rv,49.3636,51.70671
2016,President,Massachusetts,Ipsos,A-,lv,45.68561,34.30685
2016,President,Ohio,Google Consumer Surveys,B,lv,38.36502,42.63957
2016,President,U.S.,Ipsos,A-,lv,41.61108,39.10555
2016,President,U.S.,CVOTER International,C+,lv,45.30208,44.69245
2016,President,Minnesota,"Mason-Dixon Polling & Research, Inc.",B+,rv,46.33567,37.58846
2016,President,Alabama,Google Consumer Surveys,B,lv,24.06289,64.66426
2016,President,Maryland,Ipsos,A-,lv,52.54845,32.15742
2016,President,California,Ipsos,A-,lv,62.56641,25.43552
2016,President,Oregon,Ipsos,A-,lv,44.18874,38.25928
2016,President,Maryland,Google Consumer Surveys,B,lv,52.98605,33.12826
2016,President,U.S.,Google Consumer Surveys,B,lv,42.137879999999996,42.29737
2016,President,Colorado,Google Consumer Surveys,B,lv,44.80048,37.41747
2016,President,U.S.,IBD/TIPP,A-,rv,48.09405,43.36311
2016,President,U.S.,Ipsos,A-,lv,41.99174,38.31093
2016,President,California,YouGov,B,lv,46.52495,35.93718
2016,President,Kansas,Google Consumer Surveys,B,lv,51.13276,35.7136
2016,President,Arizona,Google Consumer Surveys,B,lv,42.22737,43.36206
2016,President,Oklahoma,Google Consumer Surveys,B,lv,31.394009999999998,51.29169
2016,President,Indiana,Ipsos,A-,lv,34.59005,54.677859999999995
2016,President,U.S.,USC Dornsife/LA Times,,lv,43.698859999999996,44.78703
2016,President,Montana,Google Consumer Surveys,B,lv,43.12888,37.667190000000005
2016,President,New York,Google Consumer Surveys,B,lv,47.06415,39.699940000000005
2016,President,Michigan,"Glengariff Group, Inc.",B,lv,39.970490000000005,37.62787
2016,President,New York,Ipsos,A-,lv,53.27338,33.17668
2016,President,U.S.,CVOTER International,C+,lv,46.55233,43.62305
2016,President,Missouri,Ipsos,A-,lv,45.285340000000005,42.56133
2016,President,New Mexico,Google Consumer Surveys,B,lv,48.80552,34.561659999999996
2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.03363,43.06193
2016,President,Indiana,Google Consumer Surveys,B,lv,36.42667,44.11974
2016,President,Nevada,Google Consumer Surveys,B,lv,37.11475,50.75145
2016,President,California,Google Consumer Surveys,B,lv,50.627720000000004,34.7049
2016,President,Illinois,Ipsos,A-,lv,52.06113,27.45079
2016,President,U.S.,Morning Consult,,rv,43.588409999999996,43.37455
2016,President,Oregon,Google Consumer Surveys,B,lv,49.7832,37.169779999999996
2016,President,Wisconsin,Ipsos,A-,lv,35.47255,40.65341
2016,President,U.S.,Ipsos,A-,lv,42.96694,38.5334
2016,President,U.S.,Quinnipiac University,A-,rv,43.83399,42.5266
2016,President,Pennsylvania,Ipsos,A-,lv,47.60175,42.5865
2016,President,Wisconsin,Fox News/Anderson Robbins Research/Shaw & Company Research,A,lv,47.581540000000004,36.24757
2016,President,Alabama,Ipsos,A-,lv,35.924459999999996,56.241690000000006
2016,President,Massachusetts,Google Consumer Surveys,B,lv,56.3131,33.17371
2016,President,Tennessee,Ipsos,A-,lv,34.88308,44.58146
